"country","year","sex","age","sucides_100k_pop","gdp_per_capita"
"Netherlands",2012,"female","55-74 years","9.65","52334"
"Netherlands",2012,"male","15-24 years","9.31","52334"
"Netherlands",2012,"female","75+ years","7.49","52334"
"Netherlands",2012,"female","25-34 years","5.75","52334"
"Netherlands",2012,"female","15-24 years","3.28","52334"
"Netherlands",2012,"male","5-14 years","0.4","52334"
"Netherlands",2012,"female","5-14 years","0.21","52334"
"Netherlands",2013,"male","35-54 years","23.02","54510"
"Netherlands",2013,"male","75+ years","22.45","54510"
"Netherlands",2013,"male","55-74 years","21.64","54510"
"Netherlands",2013,"male","25-34 years","13.38","54510"
"Netherlands",2013,"female","55-74 years","9.67","54510"
"Netherlands",2013,"male","15-24 years","8.9","54510"
"Netherlands",2013,"female","35-54 years","8.73","54510"
"Netherlands",2013,"female","75+ years","7.93","54510"
"Netherlands",2013,"female","15-24 years","4.56","54510"
"Netherlands",2013,"female","25-34 years","4.54","54510"
"Netherlands",2013,"male","5-14 years","0.4","54510"
"Netherlands",2013,"female","5-14 years","0.31","54510"
"Netherlands",2014,"male","35-54 years","23.35","55325"
"Netherlands",2014,"male","55-74 years","20.68","55325"
"Netherlands",2014,"male","75+ years","19.98","55325"
"Netherlands",2014,"male","25-34 years","11.42","55325"
"Netherlands",2014,"female","55-74 years","10.24","55325"
"Netherlands",2014,"female","35-54 years","9.52","55325"
"Netherlands",2014,"female","75+ years","8.2","55325"
"Netherlands",2014,"male","15-24 years","7.75","55325"
"Netherlands",2014,"female","25-34 years","5.32","55325"
"Netherlands",2014,"female","15-24 years","4.76","55325"
"Netherlands",2014,"female","5-14 years","0.1","55325"
"Netherlands",2014,"male","5-14 years","0.1","55325"
"Netherlands",2015,"male","75+ years","24.66","47206"
"Netherlands",2015,"male","55-74 years","21.26","47206"
"Netherlands",2015,"male","35-54 years","21.12","47206"
"Netherlands",2015,"male","25-34 years","13.97","47206"
"Netherlands",2015,"female","55-74 years","11.01","47206"
"Netherlands",2015,"female","35-54 years","8.97","47206"
"Netherlands",2015,"male","15-24 years","8.41","47206"
"Netherlands",2015,"female","75+ years","7.14","47206"
"Netherlands",2015,"female","25-34 years","6.31","47206"
"Netherlands",2015,"female","15-24 years","3.34","47206"
"Netherlands",2015,"female","5-14 years","0.64","47206"
"Netherlands",2015,"male","5-14 years","0.1","47206"
"Netherlands",2016,"male","75+ years","22.72","48108"
"Netherlands",2016,"male","55-74 years","21.75","48108"
"Netherlands",2016,"male","35-54 years","20.41","48108"
"Netherlands",2016,"male","25-34 years","14.97","48108"
"Netherlands",2016,"female","75+ years","11.14","48108"
"Netherlands",2016,"female","55-74 years","10.26","48108"
"Netherlands",2016,"female","35-54 years","9.29","48108"
"Netherlands",2016,"male","15-24 years","7.21","48108"
"Netherlands",2016,"female","25-34 years","6.23","48108"
"Netherlands",2016,"female","15-24 years","3.41","48108"
"New Zealand",1985,"male","75+ years","38.38","8246"
"New Zealand",1985,"male","55-74 years","25.46","8246"
"New Zealand",1985,"male","25-34 years","19.97","8246"
"New Zealand",1985,"male","15-24 years","19.65","8246"
"New Zealand",1985,"male","35-54 years","17.24","8246"
"New Zealand",1985,"female","55-74 years","10.03","8246"
"New Zealand",1985,"female","35-54 years","6.03","8246"
"New Zealand",1985,"female","15-24 years","5.14","8246"
"New Zealand",1985,"female","25-34 years","5.02","8246"
"New Zealand",1985,"female","75+ years","4.91","8246"
"New Zealand",1985,"female","5-14 years","1.1","8246"
"New Zealand",1985,"male","5-14 years","0.71","8246"
"New Zealand",1986,"male","75+ years","36.44","10114"
"New Zealand",1986,"male","35-54 years","26.59","10114"
"New Zealand",1986,"male","55-74 years","25.22","10114"
"New Zealand",1986,"male","15-24 years","22.96","10114"
"New Zealand",1986,"male","25-34 years","20.54","10114"
"New Zealand",1986,"female","75+ years","10.71","10114"
"New Zealand",1986,"female","55-74 years","10.42","10114"
"New Zealand",1986,"female","35-54 years","8.29","10114"
"New Zealand",1986,"female","15-24 years","8.02","10114"
"New Zealand",1986,"female","25-34 years","8.01","10114"
"New Zealand",1986,"female","5-14 years","0.75","10114"
"New Zealand",1986,"male","5-14 years","0.72","10114"
"New Zealand",1987,"male","75+ years","54.79","13238"
"New Zealand",1987,"male","15-24 years","31.47","13238"
"New Zealand",1987,"male","25-34 years","30.05","13238"
"New Zealand",1987,"male","55-74 years","26.83","13238"
"New Zealand",1987,"male","35-54 years","23.91","13238"
"New Zealand",1987,"female","75+ years","10.38","13238"
"New Zealand",1987,"female","25-34 years","8.89","13238"
"New Zealand",1987,"female","35-54 years","7.33","13238"
"New Zealand",1987,"female","15-24 years","6.98","13238"
"New Zealand",1987,"female","55-74 years","6.91","13238"
"New Zealand",1987,"male","5-14 years","2.59","13238"
"New Zealand",1987,"female","5-14 years","0.39","13238"
"New Zealand",1988,"male","75+ years","38.17","14890"
"New Zealand",1988,"male","15-24 years","36.34","14890"
"New Zealand",1988,"male","55-74 years","33.1","14890"
"New Zealand",1988,"male","25-34 years","26.91","14890"
"New Zealand",1988,"male","35-54 years","26.09","14890"
"New Zealand",1988,"female","75+ years","11.17","14890"
"New Zealand",1988,"female","25-34 years","10.57","14890"
"New Zealand",1988,"female","55-74 years","9.56","14890"
"New Zealand",1988,"female","15-24 years","8.75","14890"
"New Zealand",1988,"female","35-54 years","3.61","14890"
"New Zealand",1988,"male","5-14 years","0.76","14890"
"New Zealand",1988,"female","5-14 years","0","14890"
"New Zealand",1989,"male","15-24 years","38.89","14417"
"New Zealand",1989,"male","75+ years","38.6","14417"
"New Zealand",1989,"male","25-34 years","29.5","14417"
"New Zealand",1989,"male","35-54 years","24.19","14417"
"New Zealand",1989,"male","55-74 years","23.68","14417"
"New Zealand",1989,"female","55-74 years","9.19","14417"
"New Zealand",1989,"female","25-34 years","7.97","14417"
"New Zealand",1989,"female","15-24 years","7.07","14417"
"New Zealand",1989,"female","35-54 years","6.28","14417"
"New Zealand",1989,"male","5-14 years","3.08","14417"
"New Zealand",1989,"female","75+ years","2.17","14417"
"New Zealand",1989,"female","5-14 years","0","14417"
"New Zealand",1990,"male","15-24 years","39.13","14734"
"New Zealand",1990,"male","75+ years","37.5","14734"
"New Zealand",1990,"male","25-34 years","26.76","14734"
"New Zealand",1990,"male","35-54 years","24.31","14734"
"New Zealand",1990,"male","55-74 years","23.91","14734"
"New Zealand",1990,"female","25-34 years","7.48","14734"
"New Zealand",1990,"female","35-54 years","7.1","14734"
"New Zealand",1990,"female","15-24 years","6.82","14734"
"New Zealand",1990,"female","55-74 years","6.5","14734"
"New Zealand",1990,"female","75+ years","6.28","14734"
"New Zealand",1990,"male","5-14 years","0.78","14734"
"New Zealand",1990,"female","5-14 years","0","14734"
"New Zealand",1991,"male","15-24 years","38.13","13345"
"New Zealand",1991,"male","25-34 years","34.21","13345"
"New Zealand",1991,"male","75+ years","29.16","13345"
"New Zealand",1991,"male","35-54 years","25.68","13345"
"New Zealand",1991,"male","55-74 years","17.81","13345"
"New Zealand",1991,"female","35-54 years","9.23","13345"
"New Zealand",1991,"female","55-74 years","6.63","13345"
"New Zealand",1991,"female","25-34 years","6.58","13345"
"New Zealand",1991,"female","15-24 years","5.53","13345"
"New Zealand",1991,"male","5-14 years","1.51","13345"
"New Zealand",1991,"female","75+ years","1.01","13345"
"New Zealand",1991,"female","5-14 years","0","13345"
"New Zealand",1992,"male","15-24 years","39.33","12868"
"New Zealand",1992,"male","25-34 years","35.2","12868"
"New Zealand",1992,"male","55-74 years","26.31","12868"
"New Zealand",1992,"male","75+ years","25","12868"
"New Zealand",1992,"male","35-54 years","22.93","12868"
"New Zealand",1992,"female","55-74 years","8.07","12868"
"New Zealand",1992,"female","35-54 years","7.86","12868"
"New Zealand",1992,"female","15-24 years","5.93","12868"
"New Zealand",1992,"female","75+ years","5.9","12868"
"New Zealand",1992,"female","25-34 years","5.17","12868"
"New Zealand",1992,"male","5-14 years","1.5","12868"
"New Zealand",1992,"female","5-14 years","0.39","12868"
"New Zealand",1993,"male","15-24 years","38.92","14271"
"New Zealand",1993,"male","25-34 years","27.91","14271"
"New Zealand",1993,"male","75+ years","24.59","14271"
"New Zealand",1993,"male","35-54 years","20.99","14271"
"New Zealand",1993,"male","55-74 years","19.02","14271"
"New Zealand",1993,"female","25-34 years","9.25","14271"
"New Zealand",1993,"female","55-74 years","6.56","14271"
"New Zealand",1993,"female","35-54 years","6.11","14271"
"New Zealand",1993,"female","15-24 years","5.66","14271"
"New Zealand",1993,"female","75+ years","3.84","14271"
"New Zealand",1993,"male","5-14 years","0.74","14271"
"New Zealand",1993,"female","5-14 years","0.39","14271"
"New Zealand",1994,"male","15-24 years","39.6","16615"
"New Zealand",1994,"male","75+ years","35.37","16615"
"New Zealand",1994,"male","25-34 years","33.07","16615"
"New Zealand",1994,"male","55-74 years","29.1","16615"
"New Zealand",1994,"male","35-54 years","21.85","16615"
"New Zealand",1994,"female","15-24 years","9.3","16615"
"New Zealand",1994,"female","75+ years","8.47","16615"
"New Zealand",1994,"female","25-34 years","7.82","16615"
"New Zealand",1994,"female","55-74 years","5.77","16615"
"New Zealand",1994,"female","35-54 years","5.71","16615"
"New Zealand",1994,"male","5-14 years","1.81","16615"
"New Zealand",1994,"female","5-14 years","0.76","16615"
"New Zealand",1995,"male","15-24 years","44.1","18945"
"New Zealand",1995,"male","25-34 years","33.92","18945"
"New Zealand",1995,"male","75+ years","29.55","18945"
"New Zealand",1995,"male","35-54 years","25.53","18945"
"New Zealand",1995,"male","55-74 years","24.16","18945"
"New Zealand",1995,"female","15-24 years","12.3","18945"
"New Zealand",1995,"female","75+ years","8.22","18945"
"New Zealand",1995,"female","35-54 years","7.37","18945"
"New Zealand",1995,"female","25-34 years","6.74","18945"
"New Zealand",1995,"female","55-74 years","5.36","18945"
"New Zealand",1995,"male","5-14 years","1.42","18945"
"New Zealand",1995,"female","5-14 years","0.75","18945"
"New Zealand",1996,"male","25-34 years","42.4","20434"
"New Zealand",1996,"male","15-24 years","37.78","20434"
"New Zealand",1996,"male","75+ years","28.57","20434"
"New Zealand",1996,"male","55-74 years","25.25","20434"
"New Zealand",1996,"male","35-54 years","22.54","20434"
"New Zealand",1996,"female","15-24 years","13.91","20434"
"New Zealand",1996,"female","25-34 years","7","20434"
"New Zealand",1996,"female","35-54 years","6.15","20434"
"New Zealand",1996,"female","55-74 years","4.59","20434"
"New Zealand",1996,"female","75+ years","4.44","20434"
"New Zealand",1996,"female","5-14 years","1.46","20434"
"New Zealand",1996,"male","5-14 years","1.04","20434"
"New Zealand",1997,"male","25-34 years","43.77","19041"
"New Zealand",1997,"male","15-24 years","41.08","19041"
"New Zealand",1997,"male","75+ years","27.62","19041"
"New Zealand",1997,"male","35-54 years","23.58","19041"
"New Zealand",1997,"male","55-74 years","21.99","19041"
"New Zealand",1997,"female","15-24 years","10.83","19041"
"New Zealand",1997,"female","25-34 years","10.02","19041"
"New Zealand",1997,"female","35-54 years","8.11","19041"
"New Zealand",1997,"female","75+ years","4.32","19041"
"New Zealand",1997,"female","55-74 years","4.2","19041"
"New Zealand",1997,"male","5-14 years","1.69","19041"
"New Zealand",1997,"female","5-14 years","1.07","19041"
"New Zealand",1998,"male","25-34 years","39.17","16052"
"New Zealand",1998,"male","15-24 years","38.12","16052"
"New Zealand",1998,"male","75+ years","28.01","16052"
"New Zealand",1998,"male","55-74 years","25.33","16052"
"New Zealand",1998,"male","35-54 years","24.92","16052"
"New Zealand",1998,"female","15-24 years","13.27","16052"
"New Zealand",1998,"female","25-34 years","8.46","16052"
"New Zealand",1998,"female","35-54 years","8.44","16052"
"New Zealand",1998,"female","55-74 years","5.88","16052"
"New Zealand",1998,"female","75+ years","5.05","16052"
"New Zealand",1998,"male","5-14 years","3.01","16052"
"New Zealand",1998,"female","5-14 years","1.41","16052"
"New Zealand",1999,"male","25-34 years","38.42","16556"
"New Zealand",1999,"male","15-24 years","31.03","16556"
"New Zealand",1999,"male","75+ years","24.25","16556"
"New Zealand",1999,"male","35-54 years","23.42","16556"
"New Zealand",1999,"male","55-74 years","17.67","16556"
"New Zealand",1999,"female","15-24 years","14.11","16556"
"New Zealand",1999,"female","35-54 years","9.11","16556"
"New Zealand",1999,"female","25-34 years","6.79","16556"
"New Zealand",1999,"female","55-74 years","5.07","16556"
"New Zealand",1999,"female","75+ years","4.9","16556"
"New Zealand",1999,"female","5-14 years","1.04","16556"
"New Zealand",1999,"male","5-14 years","0.99","16556"
"New Zealand",2000,"male","25-34 years","38.83","14725"
"New Zealand",2000,"male","15-24 years","30.38","14725"
"New Zealand",2000,"male","35-54 years","20.92","14725"
"New Zealand",2000,"male","75+ years","20.77","14725"
"New Zealand",2000,"male","55-74 years","19.8","14725"
"New Zealand",2000,"female","25-34 years","7.22","14725"
"New Zealand",2000,"female","15-24 years","5.74","14725"
"New Zealand",2000,"female","35-54 years","5.37","14725"
"New Zealand",2000,"female","55-74 years","3.99","14725"
"New Zealand",2000,"female","75+ years","3.19","14725"
"New Zealand",2000,"male","5-14 years","0.98","14725"
"New Zealand",2000,"female","5-14 years","0.35","14725"
"New Zealand",2001,"male","25-34 years","34.83","14968"
"New Zealand",2001,"male","15-24 years","32.29","14968"
"New Zealand",2001,"male","75+ years","31.22","14968"
"New Zealand",2001,"male","35-54 years","23.88","14968"
"New Zealand",2001,"male","55-74 years","18.34","14968"
"New Zealand",2001,"female","25-34 years","10.19","14968"
"New Zealand",2001,"female","15-24 years","8.72","14968"
"New Zealand",2001,"female","75+ years","6.99","14968"
"New Zealand",2001,"female","35-54 years","6.89","14968"
"New Zealand",2001,"female","55-74 years","5.53","14968"
"New Zealand",2001,"female","5-14 years","0.69","14968"
"New Zealand",2001,"male","5-14 years","0.33","14968"
"New Zealand",2002,"male","25-34 years","31.16","18208"
"New Zealand",2002,"male","35-54 years","23.78","18208"
"New Zealand",2002,"male","15-24 years","23.53","18208"
"New Zealand",2002,"male","55-74 years","19.38","18208"
"New Zealand",2002,"male","75+ years","19.21","18208"
"New Zealand",2002,"female","15-24 years","11.05","18208"
"New Zealand",2002,"female","25-34 years","9.21","18208"
"New Zealand",2002,"female","35-54 years","6.8","18208"
"New Zealand",2002,"female","55-74 years","4.09","18208"
"New Zealand",2002,"female","75+ years","3.82","18208"
"New Zealand",2002,"female","5-14 years","0","18208"
"New Zealand",2002,"male","5-14 years","0","18208"
"New Zealand",2003,"male","75+ years","31.09","23663"
"New Zealand",2003,"male","25-34 years","30.29","23663"
"New Zealand",2003,"male","35-54 years","25.58","23663"
"New Zealand",2003,"male","15-24 years","22.53","23663"
"New Zealand",2003,"male","55-74 years","18.46","23663"
"New Zealand",2003,"female","15-24 years","11.02","23663"
"New Zealand",2003,"female","35-54 years","9.6","23663"
"New Zealand",2003,"female","75+ years","8.23","23663"
"New Zealand",2003,"female","25-34 years","7.81","23663"
"New Zealand",2003,"female","55-74 years","6.11","23663"
"New Zealand",2003,"male","5-14 years","1.29","23663"
